match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
600,1,Kolkata Knight Riders,Mumbai Indians,1,1,RV Uthappa,G Gambhir,TG Southee,0,0,0,0,0,0,1,0,1,,,
600,1,Kolkata Knight Riders,Mumbai Indians,1,2,G Gambhir,RV Uthappa,TG Southee,0,0,0,0,0,0,0,0,0,,,
600,1,Kolkata Knight Riders,Mumbai Indians,1,3,G Gambhir,RV Uthappa,TG Southee,0,0,0,0,0,0,0,0,0,,,
600,1,Kolkata Knight Riders,Mumbai Indians,1,4,G Gambhir,RV Uthappa,TG Southee,0,0,0,0,0,0,0,0,0,,,
600,1,Kolkata Knight Riders,Mumbai Indians,1,5,G Gambhir,RV Uthappa,TG Southee,0,0,0,0,0,0,1,0,1,,,
600,1,Kolkata Knight Riders,Mumbai Indians,1,6,RV Uthappa,G Gambhir,TG Southee,0,0,0,0,0,0,2,0,2,,,
600,1,Kolkata Knight Riders,Mumbai Indians,2,1,G Gambhir,RV Uthappa,MJ McClenaghan,0,0,0,0,0,0,4,0,4,,,
600,1,Kolkata Knight Riders,Mumbai Indians,2,2,G Gambhir,RV Uthappa,MJ McClenaghan,0,0,0,0,0,0,1,0,1,,,
600,1,Kolkata Knight Riders,Mumbai Indians,2,3,RV Uthappa,G Gambhir,MJ McClenaghan,0,0,0,0,0,0,3,0,3,,,
600,1,Kolkata Knight Riders,Mumbai Indians,2,4,G Gambhir,RV Uthappa,MJ McClenaghan,0,0,0,0,0,0,0,0,0,,,
600,1,Kolkata Knight Riders,Mumbai Indians,2,5,G Gambhir,RV Uthappa,MJ McClenaghan,0,0,0,0,0,0,2,0,2,,,
600,1,Kolkata Knight Riders,Mumbai Indians,2,6,G Gambhir,RV Uthappa,MJ McClenaghan,0,0,0,0,0,0,1,0,1,,,
600,1,Kolkata Knight Riders,Mumbai Indians,3,1,G Gambhir,RV Uthappa,TG Southee,0,0,0,0,0,0,4,0,4,,,
600,1,Kolkata Knight Riders,Mumbai Indians,3,2,G Gambhir,RV Uthappa,TG Southee,0,0,0,0,0,0,1,0,1,,,
